color,director_name,duration,gross,movie_title,num_voted_users,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes
Color,Phillip Noyce,118,66488090,The Bone Collector ,120202,English,USA,R,48000000,1999,6.7,0
Color,David Fincher,112,95308367,Panic Room ,206104,English,USA,R,48000000,2002,6.8,0
Color,Chuck Bowman,89,,The Tooth Fairy ,1263,English,USA,,1500000,2006,4.6,352
Color,David O. Russell,114,60652036,Three Kings ,137854,English,USA,R,48000000,1999,7.1,3000
Color,Daniel Espinosa,137,1206135,Child 44 ,40568,English,Czech Republic,R,50000000,2015,6.4,18000
Color,Jerry Zucker,112,56607223,Rat Race ,93367,English,Canada,PG-13,48000000,2001,6.4,0
Color,Iain Softley,120,50173190,K-PAX ,148490,English,USA,PG-13,48000000,2001,7.4,0
Color,James Mangold,123,47095453,Kate & Leopold ,64595,English,USA,PG-13,48000000,2001,6.4,0
Color,Harold Ramis,93,37879996,Bedazzled ,81888,English,USA,PG-13,48000000,2000,6,0
Color,Francis Ford Coppola,123,25900000,The Cotton Club ,12771,English,USA,R,58000000,1984,6.5,828
Color,James Mangold,122,53574088,3:10 to Yuma ,237872,English,USA,R,55000000,2007,7.8,0
Color,Olivier Megaton,115,89253340,Taken 3 ,133436,English,France,PG-13,48000000,2014,6,38000
Color,Steven Soderbergh,123,37339525,Out of Sight ,71708,English,USA,R,48000000,1998,7,0
Color,Ben Stiller,96,60154431,The Cable Guy ,122347,English,USA,PG-13,47000000,1996,6,0
Color,Deepa Mehta,110,528972,Earth ,5639,Hindi,India,Unrated,,1998,7.8,522
Color,Warren Beatty,105,103738726,Dick Tracy ,47819,English,USA,PG,100000000,1990,6.1,2000
Color,John McTiernan,113,69304264,The Thomas Crown Affair ,73068,English,USA,R,48000000,1999,6.8,0
Color,Penny Marshall,132,29781453,Riding in Cars with Boys ,22447,English,USA,PG-13,48000000,2001,6.4,0
Color,Ted Kotcheff,93,,First Blood ,172489,English,USA,R,14000000,1982,7.7,0
 Black and White,Andrei Tarkovsky,115,,Solaris ,54057,Russian,Soviet Union,PG,1000000,1972,8.1,0
Color,Paul Bolger,75,15519841,Happily N'Ever After ,8693,English,USA,PG,47000000,2006,4.5,261
Color,Stephen Frears,108,5600000,Mary Reilly ,11913,English,USA,R,47000000,1996,5.8,616
Color,P.J. Hogan,105,126805112,My Best Friend's Wedding ,98199,English,USA,PG-13,46000000,1997,6.3,0
Color,Joe Roth,102,93607673,America's Sweethearts ,47573,English,USA,PG-13,48000000,2001,5.7,881
Color,Christopher Nolan,118,67263182,Insomnia ,218771,English,USA,R,46000000,2002,7.2,0
Color,Jonathan Frakes,111,92001027,Star Trek: First Contact ,97838,English,USA,PG-13,45000000,1996,7.6,3000
Color,Jimmy Hayward,81,10539414,Jonah Hex ,45729,English,USA,PG-13,47000000,2010,4.7,0
Color,Edward Zwick,116,58918501,Courage Under Fire ,40126,English,USA,R,46000000,1996,6.6,975
Color,Tom Shadyac,86,181395380,Liar Liar ,220392,English,USA,PG-13,45000000,1997,6.8,0
Color,Brad Furman,127,14946229,The Infiltrator ,2581,English,UK,R,25000000,2016,7.3,0
Color,Terence Young,140,,Inchon ,491,English,South Korea,PG,48000000,1981,2.7,115
Color,Brian Levant,91,130512915,The Flintstones ,60884,English,USA,PG,45000000,1994,4.8,0
Color,Olivier Megaton,98,139852971,Taken 2 ,238671,English,France,PG-13,45000000,2012,6.3,63000
Color,David Zucker,84,110000082,Scary Movie 3 ,111526,English,USA,PG-13,48000000,2003,5.5,0
Color,Donald Petrie,109,106807667,Miss Congeniality ,137377,English,USA,PG-13,45000000,2000,6.2,0
Color,Eric Brevig,93,101702060,Journey to the Center of the Earth ,85323,English,USA,PG,45000000,2008,5.8,0
Color,Garry Marshall,113,95149435,The Princess Diaries 2: Royal Engagement ,53687,English,USA,G,40000000,2004,5.7,1000
Color,Alan J. Pakula,141,100768056,The Pelican Brief ,59569,English,USA,PG-13,45000000,1993,6.5,0
Color,Joel Schumacher,119,92115211,The Client ,45798,English,USA,PG-13,45000000,1994,6.7,1000
Color,Rob Reiner,97,93452056,The Bucket List ,184795,English,USA,PG-13,45000000,2007,7.4,22000
Color,Phillip Noyce,117,83287363,Patriot Games ,81442,English,USA,R,45000000,1992,6.9,0
Color,Robert Luketic,101,82931301,Monster-in-Law ,43358,English,Germany,PG-13,60000000,2005,5.5,0
Color,Denis Villeneuve,153,60962878,Prisoners ,383591,English,USA,R,46000000,2013,8.1,86000
Color,Antoine Fuqua,122,76261036,Training Day ,305929,English,USA,R,45000000,2001,7.7,0
Color,Dean Parisot,102,71423726,Galaxy Quest ,123558,English,USA,PG,45000000,1999,7.3,19000
Color,Keenen Ivory Wayans,83,71277420,Scary Movie 2 ,119590,English,USA,R,45000000,2001,5.2,0
Color,James Bobin,103,88625922,The Muppets ,75176,English,USA,PG,45000000,2011,7.1,26000
Color,Stephen Norrington,110,70001065,Blade ,191437,English,USA,R,45000000,1998,7.1,0
Color,Thomas Carter,136,67253092,Coach Carter ,92702,English,USA,PG-13,30000000,2005,7.2,0
Color,Roger Michell,91,66790248,Changing Lanes ,57281,English,USA,R,45000000,2002,6.5,0
Color,Luis Llosa,89,65557989,Anaconda ,73539,English,USA,PG-13,45000000,1997,4.6,0
Color,David McNally,107,60786269,Coyote Ugly ,90539,English,USA,PG-13,45000000,2000,5.6,0
Color,Richard Curtis,129,59365105,Love Actually ,318634,English,UK,R,45000000,2003,7.7,52000
Color,John Lasseter,95,162792677,A Bug's Life ,211226,English,USA,G,120000000,1998,7.2,0
Color,Albert Hughes,122,31598308,From Hell ,124765,English,USA,R,35000000,2001,6.8,0
Color,Luis Llosa,110,57362581,The Specialist ,50148,English,Peru,R,45000000,1994,5.4,0
Color,Ron Shelton,135,53854588,Tin Cup ,37911,English,USA,R,45000000,1996,6.3,1000
Color,Melville Shavelson,111,,"Yours, Mine and Ours ",5888,English,USA,Unrated,2500000,1968,7.2,0
Color,Jesse Dylan,95,52580895,Kicking & Screaming ,30255,English,USA,PG,45000000,2005,5.6,743
Color,Garth Jennings,109,51019112,The Hitchhiker's Guide to the Galaxy ,155745,English,USA,PG,50000000,2005,6.8,10000
Color,Joel Zwick,93,48114556,Fat Albert ,9380,English,USA,PG,26000000,2004,4.3,531
Color,Russell Mulcahy,94,50648679,Resident Evil: Extinction ,149549,English,France,R,45000000,2007,6.3,0
Color,Frank Coraci,117,46280507,Blended ,87165,English,USA,PG-13,40000000,2014,6.5,12000
Color,Wayne Wang,112,38360195,Last Holiday ,21215,English,USA,PG-13,45000000,2006,6.4,0
Color,Curtis Hanson,111,46815748,The River Wild ,32544,English,USA,PG-13,45000000,1994,6.3,0
Color,Frank Oz,96,35617599,The Indian in the Cupboard ,20688,English,USA,PG,45000000,1995,5.9,0
 Black and White,Oliver Stone,141,47307550,Savages ,104301,English,USA,R,45000000,2012,6.5,28000
Color,David R. Ellis,94,32003620,Cellular ,79141,English,USA,PG-13,25000000,2004,6.5,2000
Color,Peter Howitt,87,27972410,Johnny English ,114692,English,UK,PG,35000000,2003,6.1,2000
Color,John A. Davis,88,28133159,The Ant Bully ,30055,English,USA,PG,50000000,2006,5.9,593
Color,David Lynch,177,27400000,Dune ,97087,English,USA,PG-13,40000000,1984,6.6,11000
Color,Julie Taymor,133,24343673,Across the Universe ,91860,English,USA,PG-13,45000000,2007,7.4,14000
Color,Sam Mendes,119,22877808,Revolutionary Road ,152591,English,USA,R,35000000,2008,7.3,0
Color,Richard Donner,102,36883539,16 Blocks ,112769,English,Germany,PG-13,52000000,2006,6.6,0
Color,Mathieu Kassovitz,101,22531698,Babylon A.D. ,81523,English,France,PG-13,70000000,2008,5.6,0
Color,John Gray,91,20400913,The Glimmer Man ,15455,English,USA,R,45000000,1996,5.3,451
Color,Harold Ramis,117,20101861,Multiplicity ,24757,English,USA,PG-13,45000000,1996,6,0
Color,John Schultz,86,25200412,Aliens in the Attic ,16580,English,USA,PG,45000000,2009,5.4,916
Color,Sean Penn,124,19719930,The Pledge ,42621,English,USA,R,45000000,2001,6.8,0
Color,Susan Stroman,134,19377727,The Producers ,35140,English,USA,PG-13,45000000,2005,6.4,0
Color,Pete Travis,95,13401683,Dredd ,203461,English,UK,R,35000000,2012,7.1,46000
Color,Simon Wincer,100,17300889,The Phantom ,27648,English,Australia,PG,45000000,1996,4.9,0
Color,Billy Bob Thornton,220,15527125,All the Pretty Horses ,11388,English,USA,PG-13,57000000,2000,5.8,652
 Black and White,Oliver Stone,212,13560960,Nixon ,23996,English,USA,R,50000000,1995,7.1,915
Color,Roman Polanski,128,15523168,The Ghost Writer ,132423,English,France,PG-13,45000000,2010,7.2,15000
Color,Stephen Sommers,106,11146409,Deep Rising ,26551,English,USA,R,45000000,1998,6,0
Color,Spike Lee,160,7916887,Miracle at St. Anna ,15697,English,USA,R,45000000,2008,6,0
Color,Yimou Zhang,114,6565495,Curse of the Golden Flower ,36455,Mandarin,China,R,45000000,2006,7,0
Color,Danny Pang,99,15279680,Bangkok Dangerous ,48245,English,USA,R,40000000,2008,5.4,0
Color,Barry Sonnenfeld,74,7262288,Big Trouble ,17307,English,USA,PG-13,40000000,2002,6.5,892
Color,Mike Newell,139,4584886,Love in the Time of Cholera ,19114,English,USA,R,45000000,2007,6.4,0
Color,,52,,The Returned             ,15762,French,France,TV-MA,,,8.3,17000
Color,George P. Cosmatos,103,2154540,Shadow Conspiracy ,3803,English,USA,R,45000000,1997,4.9,68
Color,Oliver Parker,101,8129455,Johnny English Reborn ,89568,English,USA,PG,45000000,2011,6.3,17000
Color,Lawrence Kasanoff,91,,Foodfight! ,4377,English,USA,PG,65000000,2012,1.7,0
Color,Ben Affleck,130,136019448,Argo ,452465,English,USA,R,44500000,2012,7.7,89000
Color,Andrew Davis,130,183875760,The Fugitive ,213668,English,USA,PG-13,44000000,1993,7.8,0
Color,Andy Tennant,110,67061228,The Bounty Hunter ,96565,English,USA,PG-13,40000000,2010,5.5,0
 Black and White,Barry Levinson,147,53300852,Sleepers ,154487,English,USA,R,44000000,1996,7.5,0
Color,George P. Cosmatos,96,150415432,Rambo: First Blood Part II ,117606,English,USA,R,44000000,1985,6.4,0
Color,Brian Gibson,118,44834712,The Juror ,13995,English,USA,R,44000000,1996,5.6,353
Color,Norman Ferguson,88,84300000,Pinocchio ,90360,English,USA,Approved,2600000,1940,7.5,0
Color,Michael Cimino,325,1500000,Heaven's Gate ,9830,English,USA,R,44000000,1980,6.8,1000
Color,Len Wiseman,102,62318875,Underworld: Evolution ,156225,English,USA,R,50000000,2006,6.8,0
Color,Paul McGuigan,110,5773519,Victor Frankenstein ,28618,English,USA,PG-13,40000000,2015,6,11000
Color,Gus Van Sant,136,51768623,Finding Forrester ,73006,English,USA,PG-13,43000000,2000,7.3,0
Color,Betty Thomas,103,37035515,28 Days ,34597,English,USA,PG-13,43000000,2000,6,0
Color,Louis Leterrier,103,24520892,Unleashed ,85198,English,France,R,45000000,2005,7,0
Color,Roger Kumble,90,24430272,The Sweetest Thing ,46158,English,USA,R,43000000,2002,5.1,0
Color,Sydney Pollack,154,158348400,The Firm ,88844,English,USA,R,42000000,1993,6.8,0
Color,Burr Steers,99,31136950,Charlie St. Cloud ,47364,English,USA,PG-13,44000000,2010,6.5,0
Color,Simon West,93,29113588,The Mechanic ,117999,English,USA,R,40000000,2011,6.6,16000
Color,Phil Lord,109,138447667,21 Jump Street ,408302,English,USA,R,42000000,2012,7.2,39000
Color,Roger Michell,124,116006080,Notting Hill ,203269,English,UK,PG-13,42000000,1999,7,11000
Color,Peter Lord,84,106793915,Chicken Run ,140499,English,UK,G,45000000,2000,7,0
Color,John Hamburg,90,87856565,Along Came Polly ,106909,English,USA,PG-13,42000000,2004,5.9,0
Color,Reginald Hudlin,117,70100000,Boomerang ,20183,English,USA,R,40000000,1992,5.4,0
Color,Paul Feig,123,159578352,The Heat ,133177,English,USA,R,43000000,2013,6.6,24000
Color,Joseph L. Mankiewicz,251,57750000,Cleopatra ,21554,English,UK,Approved,31115000,1963,7,0
Color,Frank Coraci,105,45290318,Here Comes the Boom ,74169,English,USA,PG,42000000,2012,6.5,17000
Color,Carl Franklin,115,41543207,High Crimes ,30077,English,USA,PG-13,42000000,2002,6.3,893
Color,Barbra Streisand,122,41252428,The Mirror Has Two Faces ,11453,English,USA,PG-13,42000000,1996,6.5,0
Color,Mark Pellington,119,35228696,The Mothman Prophecies ,63677,English,USA,PG-13,32000000,2002,6.5,0
Color,Larry Charles,81,59992760,Brüno ,119622,English,USA,R,42000000,2009,5.8,0
Color,John Glen,133,34667015,Licence to Kill ,74009,English,UK,PG-13,32000000,1989,6.6,0
Color,Catherine Hardwicke,100,37652565,Red Riding Hood ,91151,English,USA,PG-13,42000000,2011,5.4,20000
Color,John Herzfeld,120,24375436,15 Minutes ,42547,English,USA,R,42000000,2001,6.1,748
Color,Annabel Jankel,104,20915465,Super Mario Bros. ,38203,English,UK,PG,42000000,1993,4,0
Color,Andrew Niccol,122,24127895,Lord of War ,248123,English,USA,R,50000000,2005,7.6,10000
 Black and White,Yimou Zhang,80,84961,Hero ,149414,Mandarin,China,PG-13,31000000,2002,7.9,0
Color,Julie Anne Robinson,91,26404753,One for the Money ,34203,English,USA,PG-13,40000000,2012,5.3,19000
Color,Evan Goldberg,112,6105175,The Interview ,247020,English,USA,R,44000000,2014,6.6,50000
Color,Sngmoo Lee,100,5664251,The Warrior's Way ,22309,English,New Zealand,R,45000000,2010,6.3,0
 Black and White,,30,,McHale's Navy             ,1558,English,USA,TV-G,,,7.5,455
Color,Jean-Pierre Jeunet,105,1260917,Micmacs ,24657,French,France,R,27000000,2009,7.2,0
Color,Curtis Hanson,110,116724075,8 Mile ,187181,English,USA,R,41000000,2002,7,0
Color,Jamel Debbouze,101,,Animal Kingdom: Let's go Ape ,590,French,France,,,2015,4.9,161
Color,Brian Helgeland,144,56083966,A Knight's Tale ,137003,English,USA,PG-13,65000000,2001,6.9,0
Color,Gordon Chan,108,22108977,The Medallion ,29861,English,Hong Kong,PG-13,41000000,2003,5.2,505
Color,M. Night Shyamalan,107,293501675,The Sixth Sense ,704766,English,USA,PG-13,40000000,1999,8.1,14000
Color,Asger Leth,102,18600911,Man on a Ledge ,125198,English,USA,PG-13,42000000,2012,6.6,11000
Color,David Frankel,100,7204138,The Big Year ,34809,English,USA,PG,41000000,2011,6.2,11000
Color,John G. Avildsen,126,90800000,The Karate Kid ,126907,English,USA,PG,8000000,1984,7.2,0
Color,David O. Russell,138,150117807,American Hustle ,358416,English,USA,R,40000000,2013,7.3,63000
Color,Anne Fletcher,108,163947053,The Proposal ,227824,English,USA,PG-13,40000000,2009,6.7,10000
Color,Bruce Beresford,105,116735231,Double Jeopardy ,56646,English,USA,R,70000000,1999,6.4,0
Color,Robert Zemeckis,108,118500000,Back to the Future Part II ,340085,English,USA,PG,40000000,1989,7.8,12000
Color,Luc Besson,89,126546825,Lucy ,327367,English,France,R,40000000,2014,6.4,83000
Color,Sam Taylor-Johnson,129,166147885,Fifty Shades of Grey ,220020,English,USA,R,40000000,2015,4.1,101000
Color,Robert Rodriguez,84,111760631,Spy Kids 3-D: Game Over ,40227,English,USA,PG,38000000,2003,4.1,681
Color,Joel Schumacher,149,108706165,A Time to Kill ,99558,English,USA,R,40000000,1996,7.4,0
Color,Shawn Levy,94,138614544,Cheaper by the Dozen ,75152,English,USA,PG,40000000,2003,5.8,0
Color,Peter Berg,121,125069696,Lone Survivor ,203963,English,USA,R,40000000,2013,7.6,58000
 Black and White,Penny Marshall,128,107458785,A League of Their Own ,71754,English,USA,PG,40000000,1992,7.2,0
Color,James Wan,134,102310175,The Conjuring 2 ,64989,English,USA,R,40000000,2016,7.8,40000
Color,David Fincher,120,96917897,The Social Network ,479453,English,USA,PG-13,40000000,2010,7.7,74000
Color,Ken Kwapis,129,93952276,He's Just Not That Into You ,132048,English,USA,PG-13,40000000,2009,6.4,12000
Color,David Zucker,89,90703745,Scary Movie 4 ,93748,English,USA,PG-13,45000000,2006,5.1,1000
Color,Wes Craven,116,89138076,Scream 3 ,98535,English,USA,R,40000000,2000,5.5,0
Color,Robert Zemeckis,118,87666629,Back to the Future Part III ,283480,English,USA,PG,40000000,1990,7.4,0
Color,Etan Cohen,107,90353764,Get Hard ,85629,English,USA,R,40000000,2015,6,14000
Color,Francis Ford Coppola,155,82522790,Bram Stoker's Dracula ,143835,English,USA,R,40000000,1992,7.5,14000
Color,Nora Ephron,123,94125426,Julie & Julia ,79264,English,USA,PG-13,40000000,2009,7,13000
Color,Brian Helgeland,128,95001343,42 ,66511,English,USA,PG-13,40000000,2013,7.5,28000
Color,Anthony Minghella,139,81292135,The Talented Mr. Ripley ,137891,English,USA,R,40000000,1999,7.3,0
Color,Bobby Farrelly,109,86208010,Dumb and Dumber To ,97045,English,USA,PG-13,35000000,2014,5.7,55000
Color,Frank Marshall,120,81593527,Eight Below ,48806,English,USA,PG,40000000,2006,7.3,11000
Color,Nancy Meyers,121,75274748,The Intern ,130661,English,USA,PG-13,35000000,2015,7.2,54000
Color,Tim Story,102,90835030,Ride Along 2 ,28621,English,USA,PG-13,40000000,2016,5.9,0
Color,Michael Mann,117,72455275,The Last of the Mohicans ,113068,English,USA,R,40000000,1992,7.8,0
Color,Taylor Hackford,178,75305995,Ray ,110394,English,USA,PG-13,40000000,2004,7.7,0
 Black and White,Frank Miller,147,74098862,Sin City ,656640,English,USA,R,40000000,2005,8.1,13000
Color,Pete Travis,90,72266306,Vantage Point ,127528,English,USA,PG-13,40000000,2008,6.6,0
Color,John Hamburg,105,71347010,"I Love You, Man ",166194,English,USA,R,40000000,2009,7.1,0
Color,Bobby Farrelly,114,70836296,Shallow Hal ,109445,English,USA,PG-13,40000000,2001,5.9,0
 Black and White,Oliver Stone,206,70405498,JFK ,113472,English,France,R,40000000,1991,8,0
Color,John Whitesell,99,70163652,Big Momma's House 2 ,31968,English,USA,PG-13,40000000,2006,4.6,663
Color,Gore Verbinski,123,66808615,The Mexican ,87351,English,USA,R,34000000,2001,6.1,2000
Color,Angelina Jolie Pitt,137,115603980,Unbroken ,103589,English,USA,PG-13,65000000,2014,7.2,35000
Color,Burr Steers,102,64149837,17 Again ,146899,English,USA,PG-13,20000000,2009,6.4,0
Color,Nick Cassavetes,109,83906114,The Other Woman ,104481,English,USA,PG-13,40000000,2014,6,16000
Color,David R. Ellis,82,66466372,The Final Destination ,75345,English,USA,R,40000000,2009,5.2,0
Color,Steven Spielberg,142,72306065,Bridge of Spies ,178118,English,USA,PG-13,40000000,2015,7.6,55000
Color,John Moore,106,59068786,Behind Enemy Lines ,86902,English,USA,PG-13,40000000,2001,6.4,0
Color,Nicholas Stoller,114,60923325,Get Him to the Greek ,147317,English,USA,R,,2010,6.4,12000
Color,Peter Chelsom,106,57887882,Shall We Dance ,35508,English,USA,PG-13,50000000,2004,6.1,0
Color,Joe Dante,108,53955614,Small Soldiers ,77415,English,USA,PG-13,40000000,1998,6.1,0
Color,Mark A.Z. Dippé,98,54967359,Spawn ,52805,English,USA,R,40000000,1997,5.2,0
Color,Kevin Reynolds,131,54228104,The Count of Monte Cristo ,104991,English,UK,PG-13,35000000,2002,7.7,0
Color,Brad Furman,118,57981889,The Lincoln Lawyer ,173848,English,USA,R,40000000,2011,7.3,25000
Color,Jaume Collet-Serra,113,61094903,Unknown ,210542,English,UK,PG-13,30000000,2011,6.9,29000
Color,Christopher Nolan,130,53082743,The Prestige ,844052,English,USA,PG-13,40000000,2006,8.5,49000
Color,Sean Anders,116,54414716,Horrible Bosses 2 ,114294,English,USA,R,42000000,2014,6.3,12000
Color,Cal Brunker,89,57011847,Escape from Planet Earth ,20615,English,USA,PG,40000000,2013,5.9,0
Color,Mel Gibson,139,50859889,Apocalypto ,236000,Maya,USA,R,40000000,2006,7.8,14000
Color,John Glen,130,51185897,The Living Daylights ,69457,English,UK,PG,30000000,1987,6.7,0
Color,Nimród Antal,107,52000688,Predators ,171418,English,USA,R,40000000,2010,6.4,17000
Color,Ivan Reitman,116,49851591,Legal Eagles ,7900,English,USA,PG,40000000,1986,5.9,263
Color,David Koepp,96,47781388,Secret Window ,147504,English,USA,PG-13,40000000,2004,6.6,0
Color,Alejandro Agresti,99,52320979,The Lake House ,114321,English,USA,PG,40000000,2006,6.8,0
 Black and White,Iain Softley,104,47806295,The Skeleton Key ,87447,English,USA,PG-13,43000000,2005,6.5,0
Color,Peter Hedges,105,51853450,The Odd Life of Timothy Green ,37398,English,USA,PG,25000000,2012,6.6,11000
Color,Paul Weiland,101,46012734,Made of Honor ,54421,English,USA,PG-13,40000000,2008,5.8,3000
Color,Clint Eastwood,134,47034272,Jersey Boys ,25465,English,USA,R,40000000,2014,6.9,16000
Color,Francis Ford Coppola,135,45856732,The Rainmaker ,46221,English,USA,PG-13,40000000,1997,7.1,0
Color,Mathieu Kassovitz,98,59588068,Gothika ,89557,English,USA,R,40000000,2003,5.8,0
Color,Steven Spielberg,155,44175394,Amistad ,56509,English,USA,R,36000000,1997,7.2,0
Color,John McTiernan,106,45500797,Medicine Man ,17443,English,USA,PG-13,40000000,1992,6,694
Color,Colin Strause,102,41797066,Aliens vs. Predator: Requiem ,92789,English,USA,R,40000000,2007,4.7,0
Color,Donald Petrie,95,38087756,Ri¢hie Ri¢h ,49612,English,USA,PG,40000000,1994,5.2,0
Color,Joan Chen,103,37752931,Autumn in New York ,20201,English,USA,PG-13,40000000,2000,5.5,0
Color,Marc Lawrence,95,50562555,Music and Lyrics ,81334,English,USA,PG-13,,2007,6.5,0
Color,Greg Mottola,109,37371385,Paul ,192462,English,USA,R,40000000,2011,7,42000
Color,Anne Fletcher,95,37101011,The Guilt Trip ,30394,English,USA,PG-13,40000000,2012,5.8,0
Color,Wes Craven,111,38176892,Scream 4 ,104119,English,USA,R,40000000,2011,6.2,26000
Color,Joel Schumacher,123,36283504,8MM ,104564,English,Germany,R,40000000,1999,6.5,0
Color,Oliver Stone,140,35183792,The Doors ,68159,English,USA,R,38000000,1991,7.2,0
Color,Jake Kasdan,94,38543473,Sex Tape ,84382,English,USA,R,40000000,2014,5.1,0
Color,Diane Keaton,94,36037909,Hanging Up ,10132,English,Germany,PG-13,60000000,2000,4.7,390
Color,Steven Quale,92,42575718,Final Destination 5 ,83788,English,USA,R,40000000,2011,5.9,20000
Color,Kelly Makin,102,33864342,Mickey Blue Eyes ,29968,English,UK,PG-13,40000000,1999,5.8,445
Color,Mimi Leder,123,33508922,Pay It Forward ,95860,English,USA,PG-13,40000000,2000,7.2,16000
Color,Bobby Farrelly,104,42071069,Fever Pitch ,36223,English,USA,PG-13,30000000,2005,6.2,0
Color,,30,,Arthur             ,8495,English,Canada,TV-Y,,,7.4,301
Color,Steven Brill,102,32853640,Drillbit Taylor ,50199,English,USA,PG-13,40000000,2008,5.7,702
Color,Seth MacFarlane,136,42615685,A Million Ways to Die in the West ,136093,English,USA,R,40000000,2014,6.1,24000
Color,Russell Mulcahy,93,32055248,The Shadow ,18723,English,USA,PG-13,25000000,1994,6,0
Color,Stephen Daldry,129,31836745,Extremely Loud & Incredibly Close ,81298,English,USA,PG-13,40000000,2011,6.9,39000
Color,Roger Michell,107,30993544,Morning Glory ,58871,English,USA,PG-13,40000000,2010,6.5,0
Color,Jim Sheridan,117,30981850,Get Rich or Die Tryin' ,35834,English,USA,R,40000000,2005,5,0
Color,Christian Duguay,116,30199105,The Art of War ,25346,English,USA,R,40000000,2000,5.7,470
Color,Chris Columbus,135,29077547,Rent ,41685,English,USA,PG-13,40000000,2005,7,3000
Color,Chuck Russell,107,29374178,Bless the Child ,12093,English,USA,R,40000000,2000,5.1,394
Color,Sam Weisman,90,28535768,The Out-of-Towners ,10446,English,USA,PG-13,40000000,1999,5.3,279
Color,John Frankenheimer,99,27663982,The Island of Dr. Moreau ,26051,English,USA,PG-13,40000000,1996,4.4,0
Color,Peter Hyams,104,27053815,The Musketeer ,12856,English,Germany,PG-13,40000000,2001,4.7,299
Color,Justin Chadwick,115,26814957,The Other Boleyn Girl ,84357,English,UK,PG-13,35000000,2008,6.7,0
Color,Pat O'Connor,119,25178165,Sweet November ,70292,English,USA,PG-13,40000000,2001,6.7,8000
Color,Stephen Hopkins,99,25117498,The Reaping ,37412,English,USA,R,40000000,2007,5.7,0
Color,Martin Scorsese,112,32645,Mean Streets ,67797,English,USA,R,500000,1973,7.4,0
Color,Penny Marshall,128,24332324,Renaissance Man ,13830,English,USA,PG-13,40000000,1994,6.1,680
Color,Olivier Megaton,112,36665854,Colombiana ,76498,English,France,PG-13,40000000,2011,6.4,15000
Color,Frederik Du Chau,86,22717758,The Magic Sword: Quest for Camelot ,11156,English,USA,G,40000000,1998,6.2,0
Color,Michael Caton-Jones,108,22433915,City by the Sea ,21319,English,USA,R,60000000,2002,6.2,416
 Black and White,Irwin Winkler,128,22326247,At First Sight ,11232,English,USA,PG-13,60000000,1999,5.9,0
Color,Joseph Kahn,84,21176322,Torque ,23747,English,USA,PG-13,40000000,2004,4,0
Color,Harold Becker,111,20300000,City Hall ,16741,English,USA,R,40000000,1996,6.2,309
Color,Paul Verhoeven,131,20302961,Showgirls ,49874,English,France,NC-17,45000000,1995,4.6,0
Color,Sofia Coppola,123,15962471,Marie Antoinette ,79892,English,USA,PG-13,40000000,2006,6.4,0
Color,Barbet Schroeder,101,14942422,Kiss of Death ,14226,English,USA,R,40000000,1995,5.9,555
Color,Stephen Kay,102,14967182,Get Carter ,27305,English,USA,R,40000000,2000,5.1,604
Color,J.A. Bayona,114,18996755,The Impossible ,145270,English,Spain,PG-13,45000000,2012,7.6,54000
Color,Elaine May,107,14375181,Ishtar ,8692,English,USA,PG-13,51000000,1987,4.2,754
Color,Wes Anderson,87,20999103,Fantastic Mr. Fox ,139114,English,USA,PG,40000000,2009,7.8,15000
Color,Stephen Herek,103,14448589,Life or Something Like It ,19364,English,USA,PG-13,40000000,2002,5.8,835
Color,John Carpenter,99,14358033,Memoirs of an Invisible Man ,17365,English,USA,PG-13,40000000,1992,5.9,630
 Black and White,Jean-Pierre Jeunet,122,33201661,Amélie ,534262,French,France,R,77000000,2001,8.4,39000
Color,Dennie Gordon,91,14018364,New York Minute ,17722,English,USA,PG,30000000,2004,4.8,849
Color,Charles Shyer,103,13395939,Alfie ,43442,English,UK,R,60000000,2004,6.2,0
Color,Ken Kwapis,107,20113965,Big Miracle ,15231,English,USA,PG,40000000,2012,6.5,0
Color,Ulu Grosbard,106,13376506,The Deep End of the Ocean ,10413,English,USA,PG-13,40000000,1999,6.3,579
Color,William Malone,101,13208023,Feardotcom ,17309,English,UK,R,42000000,2002,3.3,612
Color,Paul Weitz,109,13838130,Cirque du Freak: The Vampire's Assistant ,35990,English,USA,PG-13,40000000,2009,5.9,0
Color,Paul McGuigan,110,5773519,Victor Frankenstein ,28618,English,USA,PG-13,40000000,2015,6,11000
Color,Danny DeVito,89,9652000,Duplex ,46205,English,USA,PG-13,40000000,2003,5.8,0
Color,Malcolm D. Lee,100,12081447,Soul Men ,7794,English,USA,R,,2008,6.5,866
Color,Jerry Jameson,119,7000000,Raise the Titanic ,2933,English,UK,PG,36000000,1980,4.7,328
Color,Mic Rodgers,83,10431220,Universal Soldier: The Return ,24216,English,USA,R,24000000,1999,4.1,401
Color,Christian Alvart,108,10326062,Pandorum ,121432,English,Germany,R,33000000,2009,6.8,10000
Color,Gary Fleder,102,6114237,Impostor ,19986,English,USA,R,40000000,2001,6.2,892
Color,Christian Duguay,93,4835968,Extreme Ops ,4821,English,UK,PG-13,40000000,2002,4.5,158
Color,Jean-Marie Poiré,84,4777007,Just Visiting ,15130,English,France,PG-13,40000000,2001,5.8,565
Color,Danny Boyle,107,3675072,Sunshine ,190132,English,UK,R,26000000,2007,7.3,15000
